dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
35;2020-03-21;20;10;18;1;41;11;1;18;7;2;0;1;16;8;8;1;4;2;10;0
35;2020-03-22;27;13;18;1;45;14;1;18;4;3;0;0;21;11;8;1;6;2;10;0
35;2020-03-23;34;14;20;1;57;18;1;20;12;4;0;2;24;12;10;1;10;2;10;0
35;2020-03-24;33;13;26;2;66;20;2;26;9;2;1;6;24;11;13;2;9;2;13;0
35;2020-03-25;41;14;30;2;78;22;2;30;12;2;0;4;28;12;17;2;13;2;13;0
35;2020-03-26;50;14;34;2;93;24;2;35;15;2;0;5;29;12;21;2;21;2;13;0
35;2020-03-27;53;16;38;3;103;28;3;40;10;4;1;5;32;13;23;3;21;3;15;0
35;2020-03-28;65;16;40;5;123;33;5;43;20;5;2;3;36;12;23;5;29;4;17;0
35;2020-03-29;84;15;51;5;153;35;5;54;30;2;0;11;51;12;28;5;33;3;23;0
35;2020-03-30;91;17;53;7;168;39;7;56;15;4;2;2;57;14;29;6;34;3;24;1
35;2020-03-31;94;22;59;9;187;47;9;64;19;8;2;8;61;18;35;6;33;4;24;3
35;2020-04-01;106;25;62;10;205;54;10;67;18;7;1;3;72;21;37;6;34;4;25;4
35;2020-04-02;128;38;68;12;225;59;12;74;20;5;2;7;86;30;41;8;42;8;27;4
35;2020-04-03;129;36;72;16;234;60;16;79;9;1;4;5;86;29;43;10;43;7;29;6
35;2020-04-04;131;38;82;17;248;64;17;89;14;4;1;10;83;30;51;10;48;8;31;7
35;2020-04-05;136;38;83;17;254;68;17;92;6;4;0;3;83;29;52;10;53;9;31;7
35;2020-04-06;156;49;88;20;270;70;20;97;16;2;3;5;94;35;56;12;62;14;32;8
35;2020-04-07;154;44;104;23;289;71;23;115;19;1;3;18;88;31;65;14;66;13;39;9
35;2020-04-08;162;46;113;27;310;75;27;126;21;4;4;11;88;32;72;18;74;14;41;9
35;2020-04-09;173;48;117;27;323;77;27;130;13;2;0;4;93;35;74;18;80;13;43;9
35;2020-04-10;171;42;124;36;338;77;36;138;15;0;9;8;92;32;78;22;79;10;46;14
35;2020-04-11;172;38;135;39;353;79;39;149;15;2;3;11;91;27;82;24;80;11;53;15
36;2020-03-19;3;0;0;0;3;0;0;0;3;0;0;0;2;0;0;0;1;0;0;0
36;2020-03-20;4;1;0;0;4;1;0;0;1;1;0;0;3;1;0;0;1;0;0;0
36;2020-03-21;5;2;0;0;5;2;0;0;1;1;0;0;4;2;0;0;1;0;0;0
36;2020-03-22;5;2;0;0;5;2;0;0;0;0;0;0;4;2;0;0;1;0;0;0
36;2020-03-23;16;5;0;2;18;5;2;0;13;3;2;0;7;3;0;1;9;2;0;1
36;2020-03-24;19;7;0;2;21;7;2;0;3;2;0;0;8;4;0;1;11;3;0;1
36;2020-03-25;23;7;0;5;28;7;5;0;7;0;3;0;11;4;0;2;12;3;0;3
36;2020-03-26;23;7;1;5;29;7;5;1;1;0;0;1;12;4;0;2;11;3;1;3
36;2020-03-27;29;7;2;7;39;10;7;2;10;3;2;1;15;4;1;2;14;3;1;5
36;2020-03-28;41;9;2;8;52;12;8;2;13;2;1;0;25;5;1;3;16;4;1;5
36;2020-03-29;40;8;2;9;52;12;9;2;0;0;1;0;24;4;1;4;16;4;1;5
36;2020-03-30;43;8;3;11;57;12;11;3;5;0;2;1;25;4;1;5;18;4;2;6
36;2020-03-31;43;8;3;13;59;12;13;3;2;0;2;0;25;4;1;6;18;4;2;7
36;2020-04-01;51;6;4;17;63;12;17;4;4;0;4;1;30;3;1;9;21;3;3;8
36;2020-04-02;49;7;7;17;68;13;17;7;5;1;0;3;29;4;2;9;20;3;5;8
36;2020-04-03;47;9;7;17;70;15;17;7;2;2;0;0;28;5;2;9;19;4;5;8
36;2020-04-04;56;11;9;17;81;17;17;9;11;2;0;2;33;7;2;9;23;4;7;8
36;2020-04-05;65;10;9;18;92;17;18;9;11;0;1;0;38;6;2;10;26;4;7;8
36;2020-04-06;63;10;9;21;94;17;21;9;2;0;3;0;37;6;2;12;25;4;7;9
36;2020-04-07;63;10;14;23;102;17;23;14;8;0;2;5;39;6;3;14;24;4;11;9
36;2020-04-08;63;11;16;25;106;19;25;16;4;2;2;2;38;5;3;16;25;6;13;9
36;2020-04-09;66;11;19;25;112;19;25;19;6;0;0;3;39;5;4;16;27;6;15;9
36;2020-04-10;79;9;20;29;129;19;29;20;17;0;4;1;46;4;4;19;32;5;16;10
36;2020-04-11;84;9;23;30;139;19;30;23;10;0;1;3;47;4;7;19;36;5;16;11
37;2020-03-19;6;3;0;0;2;2;0;0;2;2;0;0;4;2;0;0;2;1;0;0
37;2020-03-20;12;5;0;1;8;3;1;0;6;1;1;0;8;4;0;1;4;1;0;0
37;2020-03-21;12;4;1;1;11;3;1;1;3;0;0;1;8;4;0;1;4;0;1;0
37;2020-03-22;13;5;1;1;13;5;1;1;2;2;0;0;8;4;0;1;5;1;1;0
37;2020-03-23;18;6;1;2;19;8;2;1;6;3;1;0;11;5;0;2;7;1;1;0
37;2020-03-24;22;6;4;2;26;9;2;4;7;1;0;3;14;5;1;2;8;1;3;0
37;2020-03-25;25;8;9;3;38;14;3;9;12;5;1;5;16;7;3;3;9;1;6;0
37;2020-03-26;33;9;12;3;49;16;3;14;11;2;0;5;20;8;5;3;13;1;7;0
37;2020-03-27;51;15;18;3;76;23;3;20;27;7;0;6;27;12;8;3;24;3;10;0
37;2020-03-28;51;15;22;4;82;26;4;24;6;3;1;4;27;12;10;4;24;3;12;0
37;2020-03-29;58;18;23;4;90;32;4;25;8;6;0;1;31;13;11;4;26;4;12;0
37;2020-03-30;81;21;25;4;124;39;4;28;34;7;0;3;43;15;12;4;38;6;13;0
37;2020-03-31;101;29;27;5;141;45;5;30;17;6;1;2;55;20;13;4;46;9;14;1
37;2020-04-01;113;35;37;11;177;53;11;41;36;8;6;11;61;24;18;9;52;11;19;2
37;2020-04-02;138;43;40;12;199;59;12;44;22;6;1;3;75;28;21;9;62;14;19;3
37;2020-04-03;148;46;47;16;219;68;16;50;20;9;4;6;80;31;26;12;67;14;21;4
37;2020-04-04;170;55;55;17;247;76;17;58;28;8;1;8;91;38;28;13;78;16;27;4
37;2020-04-05;166;53;64;18;253;76;18;67;6;0;1;9;86;38;34;14;79;14;30;4
37;2020-04-06;181;57;66;22;275;83;22;71;22;7;4;4;96;42;36;16;84;14;30;5
37;2020-04-07;181;61;73;21;284;84;23;81;9;1;1;10;96;42;41;16;84;18;32;5
37;2020-04-08;192;60;82;23;307;87;25;90;23;3;2;9;97;43;48;18;94;16;34;5
37;2020-04-09;193;61;89;28;322;93;30;97;15;6;5;7;97;44;51;21;95;16;38;7
37;2020-04-10;193;61;95;30;333;95;32;103;11;2;2;6;95;44;55;22;96;15;40;8
37;2020-04-11;200;64;103;33;352;100;35;111;19;5;3;8;98;43;60;24;100;19;43;9
38;2020-03-19;22;2;3;1;12;1;0;5;12;1;0;5;12;1;1;1;10;1;2;0
38;2020-03-20;27;2;10;1;20;1;0;10;8;0;0;5;13;1;5;1;14;1;5;0
38;2020-03-21;30;2;13;1;33;2;0;14;13;1;0;4;15;1;7;1;15;1;6;0
38;2020-03-22;36;2;14;1;41;4;1;15;8;2;1;1;17;1;8;1;19;1;6;0
38;2020-03-23;51;7;19;3;57;8;2;19;16;4;1;4;27;5;12;2;24;2;7;1
38;2020-03-24;59;7;31;3;79;8;2;31;22;0;0;12;33;5;16;2;26;2;15;1
38;2020-03-25;79;16;38;3;106;16;2;38;27;8;0;7;48;14;19;2;31;2;19;1
38;2020-03-26;88;18;46;4;125;22;3;46;19;6;1;8;53;15;23;3;35;3;23;1
38;2020-03-27;114;29;52;4;159;35;3;52;34;13;0;6;66;23;28;3;48;6;24;1
38;2020-03-28;120;30;57;6;173;37;5;57;14;2;2;5;68;24;31;3;52;6;26;3
38;2020-03-29;140;38;61;8;200;47;7;61;27;10;2;4;78;30;34;4;61;8;27;4
38;2020-03-30;165;46;64;11;231;54;10;65;31;7;3;4;98;36;35;6;65;10;29;5
38;2020-03-31;175;54;74;13;250;57;12;75;19;3;2;10;106;41;38;8;67;13;36;5
38;2020-04-01;186;58;91;15;280;62;14;92;30;5;2;17;111;44;46;9;72;14;45;6
38;2020-04-02;199;58;96;16;301;65;15;97;21;3;1;5;115;43;49;9;81;15;47;7
38;2020-04-03;202;62;108;21;325;70;20;109;24;5;5;12;115;46;55;13;84;16;53;8
38;2020-04-04;204;62;124;23;346;74;22;125;21;4;2;16;113;47;64;14;88;15;60;9
38;2020-04-05;222;65;128;25;371;78;24;129;25;4;2;4;123;50;66;16;96;15;62;9
38;2020-04-06;241;65;137;27;403;82;26;139;32;4;2;10;127;49;72;18;111;16;65;9
38;2020-04-07;248;66;146;30;420;87;29;148;17;5;3;9;130;51;77;19;117;15;67;11
38;2020-04-08;228;55;172;35;434;89;34;175;14;2;5;27;123;45;85;23;103;10;85;12
38;2020-04-09;236;60;190;38;464;97;37;193;30;8;3;18;129;49;95;25;105;11;93;13
38;2020-04-10;249;56;201;41;492;99;40;204;28;2;3;11;135;47;100;26;113;9;99;15
38;2020-04-11;246;54;208;45;500;102;44;211;8;3;4;7;130;44;103;29;115;10;103;16
39;2020-03-19;2;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0
39;2020-03-20;6;1;2;0;6;0;0;1;5;0;0;1;4;0;2;0;2;1;0;0
39;2020-03-21;7;1;2;0;7;0;0;1;1;0;0;0;4;0;2;0;3;1;0;0
39;2020-03-22;8;1;2;0;8;0;0;1;1;0;0;0;4;0;2;0;4;1;0;0
39;2020-03-23;10;1;2;0;10;0;0;1;2;0;0;0;4;0;2;0;6;1;0;0
39;2020-03-24;24;2;4;0;24;1;0;3;14;1;0;2;14;1;3;0;10;1;1;0
39;2020-03-25;28;4;4;0;29;3;0;3;5;2;0;0;17;3;3;0;11;1;1;0
39;2020-03-26;45;9;4;0;45;8;0;3;16;5;0;0;27;6;3;0;18;3;1;0
39;2020-03-27;48;12;5;0;51;11;0;4;6;3;0;1;29;8;3;0;19;4;2;0
39;2020-03-28;37;9;15;1;55;11;1;13;4;0;1;9;22;7;9;1;15;2;6;0
39;2020-03-29;37;9;15;1;55;11;1;13;0;0;0;0;22;7;9;1;15;2;6;0
39;2020-03-30;48;9;15;2;67;11;2;13;12;0;1;0;26;7;9;1;22;2;6;1
39;2020-03-31;52;9;21;3;78;12;3;19;11;1;1;6;25;6;14;2;27;3;7;1
39;2020-04-01;55;9;25;4;89;12;4;24;11;0;1;5;25;6;15;3;30;3;10;1
39;2020-04-02;55;10;29;4;93;13;4;28;4;1;0;4;24;6;17;3;31;4;12;1
39;2020-04-03;60;11;36;10;109;14;10;35;16;1;6;7;25;5;21;6;35;6;15;4
39;2020-04-04;70;11;39;13;124;15;13;38;15;1;3;3;30;5;21;7;40;6;18;6
39;2020-04-05;78;11;42;14;135;15;14;41;11;0;1;3;32;5;22;8;46;6;20;6
39;2020-04-06;77;10;42;17;138;17;17;41;3;2;3;0;32;5;22;9;45;5;20;7
39;2020-04-07;90;11;47;18;158;20;18;48;20;3;1;7;36;5;25;10;54;6;22;8
39;2020-04-08;100;12;50;19;172;21;19;52;14;1;1;4;40;6;27;10;60;6;23;9
39;2020-04-09;105;13;58;23;190;23;23;60;18;2;4;8;43;6;29;12;62;7;29;11
39;2020-04-10;111;16;60;24;198;27;24;62;8;4;1;2;44;9;31;12;67;7;29;12
39;2020-04-11;112;14;65;26;206;27;26;68;8;0;2;6;46;8;33;12;66;6;32;14
40;2020-03-19;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
40;2020-03-20;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;2020-03-21;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;2020-03-22;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;2020-03-23;4;0;0;0;5;1;0;0;4;0;0;0;2;0;0;0;2;0;0;0
40;2020-03-24;4;0;0;0;5;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0
40;2020-03-25;9;2;1;0;13;5;0;1;8;4;0;1;4;1;1;0;5;1;0;0
40;2020-03-26;8;3;2;0;13;6;0;2;0;1;0;1;3;2;2;0;5;1;0;0
40;2020-03-27;10;3;2;0;16;6;0;2;3;0;0;0;5;2;2;0;5;1;0;0
40;2020-03-28;9;3;5;0;18;6;0;5;2;0;0;3;6;2;3;0;3;1;2;0
40;2020-03-29;11;3;5;0;20;6;0;5;2;0;0;0;7;2;3;0;4;1;2;0
40;2020-03-30;15;4;6;1;26;7;1;6;6;1;1;1;7;2;4;1;7;2;2;0
40;2020-03-31;15;5;7;1;27;8;1;7;1;1;0;1;7;2;4;1;7;3;3;0
40;2020-04-01;16;6;7;1;28;10;1;7;1;2;0;0;8;2;4;1;7;3;3;0
40;2020-04-02;17;6;10;1;32;10;1;10;4;0;0;3;9;2;6;1;7;3;4;0
40;2020-04-03;17;7;12;1;34;11;1;12;2;1;0;2;10;3;7;1;7;4;5;0
40;2020-04-04;22;12;12;1;35;12;1;12;1;1;0;0;14;7;7;1;8;5;5;0
40;2020-04-05;22;12;13;1;36;12;1;13;1;0;0;1;14;7;8;1;8;5;5;0
40;2020-04-06;21;14;20;4;45;15;4;20;9;3;3;7;12;9;13;2;9;5;7;2
40;2020-04-07;26;14;24;6;56;15;6;24;11;0;2;4;17;9;15;4;9;5;9;2
40;2020-04-08;29;14;25;6;60;16;6;25;4;1;0;1;18;9;16;4;11;5;9;2
40;2020-04-09;30;14;29;8;67;16;8;29;7;0;2;4;19;9;17;5;11;5;12;3
40;2020-04-10;25;13;31;9;68;16;10;31;1;0;2;2;15;8;18;6;10;5;13;3
40;2020-04-11;25;13;31;9;68;16;10;31;0;0;0;0;15;8;18;6;10;5;13;3
41;2020-03-19;2;0;1;0;3;0;0;1;3;0;0;1;0;0;1;0;2;0;0;0
41;2020-03-20;4;0;0;0;6;1;0;1;3;1;0;0;1;0;0;0;3;0;0;0
41;2020-03-21;4;0;0;0;6;1;0;1;0;0;0;0;1;0;0;0;3;0;0;0
41;2020-03-22;4;0;0;0;7;1;0;1;1;0;0;0;1;0;0;0;3;0;0;0
41;2020-03-23;6;1;1;0;11;2;0;2;4;1;0;1;3;1;1;0;3;0;0;0
41;2020-03-24;10;1;6;0;20;2;0;7;9;0;0;5;7;1;4;0;3;0;2;0
41;2020-03-25;11;2;7;0;22;3;0;8;2;1;0;1;7;1;5;0;4;1;2;0
41;2020-03-26;16;2;8;0;28;4;0;9;6;1;0;1;12;2;5;0;4;0;3;0
41;2020-03-27;24;4;8;0;36;6;0;9;8;2;0;0;17;4;5;0;7;0;3;0
41;2020-03-28;29;4;12;3;48;6;3;13;12;0;3;4;18;4;7;2;11;0;5;1
41;2020-03-29;29;4;12;3;50;7;3;13;2;1;0;0;18;4;7;2;11;0;5;1
41;2020-03-30;48;6;14;4;72;8;4;16;22;1;1;3;30;6;7;2;18;0;7;2
41;2020-03-31;49;10;16;4;76;12;4;19;4;4;0;3;28;8;9;2;21;2;7;2
41;2020-04-01;58;11;17;7;91;14;7;20;15;2;3;1;35;9;10;4;23;2;7;3
41;2020-04-02;73;14;18;7;107;17;7;21;16;3;0;1;47;12;10;4;26;2;8;3
41;2020-04-03;67;13;32;10;117;17;10;36;10;0;3;15;43;11;18;6;24;2;14;4
41;2020-04-04;67;14;34;12;120;18;12;38;3;1;2;2;42;11;18;8;25;3;16;4
41;2020-04-05;66;14;36;12;121;18;12;40;1;0;0;2;41;11;19;8;25;3;17;4
41;2020-04-06;83;14;37;13;139;20;13;41;18;2;1;1;53;10;20;8;30;4;17;5
41;2020-04-07;86;14;43;14;150;20;14;47;11;0;1;6;51;10;23;8;35;4;20;6
41;2020-04-08;91;16;47;16;161;22;16;51;11;2;2;4;58;12;23;9;33;4;24;7
41;2020-04-09;103;17;48;16;173;24;16;53;12;2;0;2;65;12;24;9;38;5;24;7
41;2020-04-10;93;17;58;18;177;25;18;63;4;1;2;10;57;12;32;11;36;5;26;7
41;2020-04-11;93;15;61;21;182;25;21;66;5;0;3;3;56;11;33;13;37;4;28;8
42;2020-03-19;48;18;8;3;33;5;2;5;33;5;2;5;33;16;6;3;15;2;2;0
42;2020-03-20;63;17;9;4;46;9;3;6;13;4;1;1;45;15;6;3;18;2;3;1
42;2020-03-21;71;18;12;6;68;11;5;11;22;2;2;5;50;16;7;4;21;2;5;2
42;2020-03-22;98;23;16;8;99;16;7;13;31;5;2;2;68;20;9;5;30;3;7;3
42;2020-03-23;123;25;20;10;124;19;9;17;25;3;2;4;86;21;12;6;37;4;8;4
42;2020-03-24;160;29;26;13;172;23;12;23;48;4;3;6;113;25;13;8;47;4;13;5
42;2020-03-25;210;40;29;16;233;36;14;26;61;13;2;3;141;32;15;10;69;8;14;6
42;2020-03-26;247;50;32;19;274;47;17;29;41;11;3;3;159;38;17;13;87;12;15;6
42;2020-03-27;262;51;44;20;302;50;18;42;28;3;1;13;169;40;25;13;92;11;19;7
42;2020-03-28;321;67;47;27;373;68;26;45;71;18;8;3;201;53;28;18;118;13;19;9
42;2020-03-29;374;73;60;33;449;77;32;59;76;9;6;14;235;60;35;23;137;12;25;10
42;2020-03-30;391;82;70;36;481;87;35;70;32;10;3;11;245;68;41;25;145;14;29;11
42;2020-03-31;415;83;77;44;523;92;43;77;42;5;8;7;255;68;45;31;157;15;32;13
42;2020-04-01;414;87;106;57;568;96;56;106;45;4;13;29;249;72;63;42;160;15;43;15
42;2020-04-02;435;94;120;62;610;104;61;120;42;8;5;14;262;77;70;46;168;17;50;16
42;2020-04-03;449;97;153;69;667;109;68;153;57;5;7;33;270;78;84;51;175;19;68;18
42;2020-04-04;466;102;164;70;698;117;69;165;31;8;1;12;280;82;90;52;182;20;73;18
42;2020-04-05;467;101;176;74;717;118;74;178;19;1;5;13;281;82;96;55;182;19;79;19
42;2020-04-06;487;107;187;77;755;124;77;191;38;6;3;13;293;86;99;57;190;21;87;20
42;2020-04-07;478;103;217;88;787;126;88;222;32;2;11;31;282;81;116;66;192;22;100;22
42;2020-04-08;475;104;243;90;814;132;90;250;27;6;2;28;279;82;128;68;193;22;113;22
42;2020-04-09;472;95;266;95;847;134;95;275;33;2;5;25;273;76;140;72;198;19;122;23
42;2020-04-10;464;101;299;101;878;142;101;308;31;8;6;33;269;80;157;77;194;21;138;24
42;2020-04-11;470;98;316;104;905;142;104;325;27;0;3;17;266;78;169;77;203;20;142;27
43;2020-03-19;1;1;5;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;3;0
43;2020-03-20;2;2;6;0;2;1;0;1;2;1;0;1;2;2;2;0;0;0;4;0
43;2020-03-21;4;2;6;0;4;1;0;1;2;0;0;0;2;2;2;0;2;0;4;0
43;2020-03-22;5;2;7;0;6;1;0;2;2;0;0;1;3;2;2;0;2;0;5;0
43;2020-03-23;7;3;7;0;8;2;0;2;2;1;0;0;4;3;2;0;3;0;5;0
43;2020-03-24;8;3;8;0;10;2;0;3;2;0;0;1;4;3;3;0;4;0;5;0
43;2020-03-25;11;4;11;0;16;3;0;6;6;1;0;3;7;4;3;0;4;0;8;0
43;2020-03-26;13;6;11;0;18;5;0;6;2;2;0;0;9;6;3;0;4;0;8;0
43;2020-03-27;14;6;12;1;21;5;1;7;3;0;1;1;10;6;3;1;4;0;9;0
43;2020-03-28;14;6;13;2;23;5;2;8;2;0;1;1;11;6;4;1;3;0;9;1
43;2020-03-29;14;5;13;3;24;5;3;8;1;0;1;0;11;5;4;2;3;0;9;1
43;2020-03-30;16;5;14;3;27;5;3;9;3;0;0;1;13;5;5;2;3;0;9;1
43;2020-03-31;16;5;16;3;29;5;3;11;2;0;0;2;13;5;5;2;3;0;11;1
43;2020-04-01;17;5;18;3;32;5;3;13;3;0;0;2;14;5;6;2;3;0;12;1
43;2020-04-02;17;5;20;3;34;5;3;15;2;0;0;2;14;5;7;2;3;0;13;1
43;2020-04-03;20;5;23;3;40;5;3;18;6;0;0;3;15;5;9;2;5;0;14;1
43;2020-04-04;23;6;25;3;45;6;3;20;5;1;0;2;14;6;10;2;9;0;15;1
43;2020-04-05;25;6;27;3;49;6;3;22;4;0;0;2;14;6;11;2;11;0;16;1
43;2020-04-06;30;6;29;3;56;6;3;24;7;0;0;2;18;6;11;2;12;0;18;1
43;2020-04-07;27;7;33;4;58;7;4;28;2;1;1;4;16;7;13;3;11;0;20;1
43;2020-04-08;22;7;39;4;63;7;4;34;5;0;0;6;12;7;14;3;10;0;25;1
43;2020-04-09;24;7;42;4;69;7;4;37;6;0;0;3;12;7;14;3;12;0;28;1
43;2020-04-10;24;7;45;5;74;7;5;40;5;0;1;3;12;7;14;3;12;0;31;2
43;2020-04-11;30;7;45;5;80;7;5;40;6;0;0;0;12;7;14;3;18;0;31;2
44;2020-03-19;24;6;9;1;12;4;0;3;12;4;0;3;17;4;5;0;7;2;4;1
44;2020-03-20;30;10;11;1;17;7;0;4;5;3;0;1;17;7;7;0;13;3;4;1
44;2020-03-21;38;11;12;1;34;11;0;6;17;4;0;2;23;8;7;0;15;3;5;1
44;2020-03-22;50;12;14;2;49;15;1;7;15;4;1;1;32;9;8;1;18;3;6;1
44;2020-03-23;57;15;14;3;53;17;2;7;4;2;1;0;33;9;8;2;24;6;6;1
44;2020-03-24;77;17;23;6;89;21;5;16;36;4;3;9;45;11;14;4;32;6;9;2
44;2020-03-25;89;19;27;7;108;26;6;20;19;5;1;4;54;11;16;4;35;8;11;3
44;2020-03-26;91;20;29;9;115;32;8;22;7;6;2;2;54;12;17;6;36;8;12;3
44;2020-03-27;128;33;33;12;154;40;11;26;39;8;3;4;77;23;20;9;49;8;13;3
44;2020-03-28;144;39;41;19;187;48;18;34;33;8;7;8;84;29;24;12;59;9;17;7
44;2020-03-29;158;39;41;23;206;51;22;34;19;3;4;0;91;29;24;15;66;9;17;8
44;2020-03-30;158;40;53;28;223;54;27;46;17;3;5;12;94;32;30;18;64;8;23;10
44;2020-03-31;159;50;71;31;247;65;30;64;24;11;3;18;101;40;34;20;58;10;37;11
44;2020-04-01;188;45;81;36;292;69;35;74;45;4;5;10;117;37;41;23;70;8;40;13
44;2020-04-02;204;52;91;38;319;76;37;85;27;7;2;11;132;41;42;24;71;11;49;14
44;2020-04-03;216;60;109;43;349;82;42;104;30;6;5;19;142;48;52;26;73;12;57;17
44;2020-04-04;244;63;121;45;391;85;44;118;42;3;2;14;157;51;59;26;86;12;61;19
44;2020-04-05;250;67;133;45;408;88;44;130;17;3;0;12;162;54;66;26;87;13;66;19
44;2020-04-06;261;69;138;47;424;91;46;135;16;3;2;5;167;56;69;28;93;13;68;19
44;2020-04-07;264;64;160;51;454;93;50;157;30;2;4;22;160;51;85;31;103;13;74;20
44;2020-04-08;263;66;179;54;475;97;53;176;21;4;3;19;157;53;97;32;105;13;81;22
44;2020-04-09;274;66;197;57;512;100;56;196;37;3;3;20;149;52;112;34;123;14;84;23
44;2020-04-10;289;70;210;60;548;107;60;215;36;7;4;19;150;53;120;35;137;17;89;24
44;2020-04-11;288;65;227;62;568;107;62;235;20;0;2;20;147;50;126;36;139;15;100;25
45;2020-03-19;9;3;0;0;12;3;0;2;12;3;0;2;6;3;0;0;3;0;0;0
45;2020-03-20;26;5;2;0;23;4;0;2;11;1;0;0;15;4;1;0;11;1;1;0
45;2020-03-21;30;6;3;0;29;6;1;3;6;2;1;1;14;5;2;0;16;1;1;0
45;2020-03-22;37;12;7;1;39;12;1;7;10;6;0;4;19;9;3;0;18;3;4;1
45;2020-03-23;43;16;11;2;50;16;2;11;11;4;1;4;21;13;6;1;22;3;5;1
45;2020-03-24;43;16;10;2;50;16;2;11;0;0;0;0;21;13;6;1;22;3;4;1
45;2020-03-25;49;18;13;1;73;21;2;16;23;5;0;5;25;14;7;0;23;4;6;1
45;2020-03-26;59;25;18;3;91;29;4;21;18;8;2;5;34;20;9;1;24;5;9;2
45;2020-03-27;63;25;20;4;98;30;5;23;7;1;1;2;36;20;11;2;26;5;9;2
45;2020-03-28;83;29;23;6;124;35;7;26;26;5;2;3;48;24;12;2;34;5;11;4
45;2020-03-29;115;38;26;8;158;44;9;29;34;9;2;3;71;29;13;3;43;9;13;5
45;2020-03-30;139;39;32;11;192;48;12;35;34;4;3;6;83;30;16;5;55;9;16;6
45;2020-03-31;151;46;36;13;210;55;14;38;18;7;2;3;89;36;18;7;61;10;18;6
45;2020-04-01;179;57;42;14;243;67;15;46;33;12;1;8;106;46;21;7;72;11;21;7
45;2020-04-02;196;63;54;16;275;75;17;58;32;8;2;12;117;49;27;9;77;14;27;7
45;2020-04-03;218;73;65;20;313;89;21;69;38;14;4;11;128;58;32;12;87;14;33;8
45;2020-04-04;228;70;86;21;345;92;22;90;32;3;1;21;131;57;42;13;94;12;44;8
45;2020-04-05;231;70;98;23;363;94;24;102;18;2;2;12;133;58;46;14;95;11;52;9
45;2020-04-06;245;77;107;25;389;101;26;112;26;7;2;10;145;62;48;16;96;14;59;9
45;2020-04-07;248;75;125;27;413;106;28;130;24;5;2;18;147;60;57;18;99;15;66;9
45;2020-04-08;263;80;141;28;445;116;29;146;32;10;1;16;156;64;67;19;106;16;74;9
45;2020-04-09;256;76;160;32;474;122;33;164;29;6;4;18;152;60;75;22;103;16;85;10
45;2020-04-10;265;79;181;34;506;129;35;186;32;7;2;22;154;61;86;24;110;18;95;10
45;2020-04-11;277;74;198;39;540;131;40;203;34;2;5;17;164;58;95;26;112;16;103;13
46;2020-03-19;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0
46;2020-03-20;0;0;2;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
46;2020-03-21;1;0;5;0;5;0;0;4;4;0;0;3;1;0;3;0;0;0;2;0
46;2020-03-22;1;0;5;0;5;0;0;4;0;0;0;0;1;0;3;0;0;0;2;0
46;2020-03-23;2;0;4;0;5;0;0;4;0;0;0;0;2;0;2;0;0;0;2;0
46;2020-03-24;2;0;4;0;5;0;0;4;0;0;0;0;2;0;2;0;0;0;2;0
46;2020-03-25;3;1;4;0;6;1;0;4;1;1;0;0;3;1;2;0;0;0;2;0
46;2020-03-26;3;1;5;0;8;1;0;5;2;0;0;1;3;1;3;0;0;0;2;0
46;2020-03-27;3;1;5;0;8;1;0;5;0;0;0;0;3;1;3;0;0;0;2;0
46;2020-03-28;3;1;5;0;9;2;0;5;1;1;0;0;3;1;3;0;0;0;2;0
46;2020-03-29;5;2;7;0;13;3;0;7;4;1;0;2;2;2;5;0;3;0;2;0
46;2020-03-30;5;2;7;0;13;3;0;7;0;0;0;0;2;2;5;0;3;0;2;0
46;2020-03-31;5;2;7;0;13;3;0;7;0;0;0;0;2;2;5;0;3;0;2;0
46;2020-04-01;8;3;13;0;26;5;0;13;13;2;0;6;5;3;7;0;3;0;6;0
46;2020-04-02;13;6;14;0;31;9;0;14;5;4;0;1;7;4;7;0;6;2;7;0
46;2020-04-03;19;4;17;0;40;9;0;17;9;0;0;3;12;3;7;0;7;1;10;0
46;2020-04-04;17;4;19;0;40;9;0;19;0;0;0;2;10;3;9;0;7;1;10;0
46;2020-04-05;15;5;22;0;40;9;0;22;0;0;0;3;10;4;10;0;5;1;12;0
46;2020-04-06;19;8;28;0;49;10;0;30;9;1;0;8;12;6;14;0;7;2;14;0
46;2020-04-07;19;8;33;0;56;10;0;37;7;0;0;7;11;6;16;0;8;2;17;0
